SAND,CLAY,SILT,BD,KSAT,SAT,DUL,LL,AirDry,PO,SWCON,CONA,DiffusConst,XF_maize,KL_maize,e,PH,CO,CEC,SW,TOP_LAYER,BOT_LAYER,THICK,RootCN,RootWt,id_cell,id_within_cell
45.0,18.0,37.0,1.54,21.54918190652451,0.389,0.232,0.10099999999999999,0.10099999999999999,0.4188679245283019,0.4461261261261261,3.7,40.0,0.1,0.03365998254957011,0.5,7.41,0.436046511627907,14.9,0.232,1500,2000,500,45,1000,1023,1
79.0,4.0,17.0,1.63,193.40807403890778,0.3825757575757576,0.081,0.068,0.061200000000000004,0.3849056603773585,0.7895588235294118,3.35,40.0,1.0,0.08,0.5,7.41,1.1627906976744187,9.0,0.081,0,50,50,45,1000,1034,1
79.0,4.0,17.0,1.63,193.40807403890778,0.3825757575757576,0.081,0.068,0.061200000000000004,0.3849056603773585,0.7895588235294118,3.35,40.0,1.0,0.08,0.5,7.41,1.1627906976744187,9.0,0.081,50,100,50,45,1000,1034,1
79.0,4.0,17.0,1.63,193.40807403890778,0.3825757575757576,0.081,0.068,0.061200000000000004,0.3849056603773585,0.7895588235294118,3.35,40.0,1.0,0.08,0.5,7.41,1.1627906976744187,9.0,0.081,100,150,50,45,1000,1034,1
79.0,4.0,17.0,1.63,193.40807403890778,0.3825757575757576,0.081,0.068,0.061200000000000004,0.3849056603773585,0.7895588235294118,3.35,40.0,1.0,0.08,0.5,7.41,1.1627906976744187,9.0,0.081,150,200,50,45,1000,1034,1
83.5,5.5,11.0,1.63,178.50022119033355,0.3825757575757576,0.07949999999999999,0.068,0.06630000000000001,0.3849056603773585,0.7934558823529412,3.3875,40.0,1.0,0.07264796560637145,0.5,7.41,0.6177325581395349,9.0,0.07949999999999999,200,400,200,45,1000,1034,1
74.5,11.6,13.9,1.735,93.14409624991987,0.34280303030303033,0.1329,0.0932,0.0932,0.3452830188679245,0.6058057809330627,3.54,40.0,1.0,0.06006203647690882,0.5,7.41,0.436046511627907,8.65,0.1329,400,600,200,45,1000,1034,1
70.0,14.0,16.0,1.78,58.6925931109675,0.3257575757575758,0.156,0.10400000000000001,0.10400000000000001,0.32830188679245276,0.5248275862068964,3.6,40.0,1.0,0.05571835747765747,0.5,7.41,0.436046511627907,8.5,0.156,600,800,200,45,1000,1034,1
79.0,9.05,11.95,1.7890000000000001,160.73478169008857,0.32234848484848483,0.10965,0.06755000000000001,0.06755000000000001,0.3249056603773584,0.6642992900608519,3.47625,40.0,1.0,0.047946748367690584,0.5,7.41,0.24727078841659947,6.025,0.10965,800,1000,200,45,1000,1034,1
90.0,3.0,7.0,1.8,285.45301217568095,0.31818181818181823,0.053,0.023,0.023,0.320754716981132,0.834764705882353,3.325,40.0,1.0,0.03844811501106439,0.5,7.41,0.016544904491668,3.0,0.053,1000,1500,500,45,1000,1034,1
90.0,3.0,7.0,1.8,285.45301217568095,0.31818181818181823,0.053000000000000005,0.023,0.023,0.320754716981132,0.834764705882353,3.325,40.0,1.0,0.03844811501106439,0.5,7.409999999999999,0.016544904491668,3.0,0.053000000000000005,1500,2000,500,45,1000,1034,1
15.0,14.0,71.0,1.52,9.014536297527686,0.392,0.27699999999999997,0.122,0.10979999999999998,0.4264150943396226,0.3503982300884957,3.6,40.0,1.0,0.08,0.5,7.41,1.1627906976744187,12.0,0.27699999999999997,0,50,50,45,1000,1043,3
15.0,14.0,71.0,1.52,9.014536297527686,0.392,0.27699999999999997,0.122,0.10979999999999998,0.4264150943396226,0.3503982300884957,3.6,40.0,1.0,0.08,0.5,7.41,1.1627906976744187,12.0,0.27699999999999997,50,100,50,45,1000,1043,3
15.0,14.0,71.0,1.52,9.014536297527686,0.392,0.27699999999999997,0.122,0.10979999999999998,0.4264150943396226,0.3503982300884957,3.6,40.0,1.0,0.08,0.5,7.41,1.1627906976744187,12.0,0.27699999999999997,100,150,50,45,1000,1043,3
15.0,14.0,71.0,1.52,9.014536297527686,0.392,0.27699999999999997,0.122,0.10979999999999998,0.4264150943396226,0.3503982300884957,3.6,40.0,1.0,0.08,0.5,7.41,1.1627906976744187,12.0,0.27699999999999997,150,200,50,45,1000,1043,3
13.0,28.0,59.0,1.71,4.511884389969504,0.3522727272727273,0.313,0.17300000000000001,0.17300000000000001,0.3547169811320755,0.11760638297872349,3.95,40.0,1.0,0.06210395474029101,0.5,7.41,0.23255813953488375,12.0,0.313,200,400,200,45,1000,1043,3
13.0,28.0,59.0,1.71,4.511884389969504,0.3522727272727273,0.313,0.17300000000000001,0.17300000000000001,0.3547169811320755,0.11760638297872349,3.95,40.0,1.0,0.06210395474029101,0.5,7.41,0.23255813953488375,12.0,0.313,400,600,200,45,1000,1043,3
13.0,28.0,59.0,1.71,4.511884389969504,0.3522727272727273,0.313,0.17300000000000001,0.17300000000000001,0.3547169811320755,0.11760638297872349,3.95,40.0,1.0,0.06210395474029101,0.5,7.41,0.23255813953488375,12.0,0.313,600,800,200,45,1000,1043,3
31.9,23.1,45.0,1.71,11.569581177186624,0.3522727272727273,0.2745,0.14220000000000002,0.14220000000000002,0.3547169811320755,0.22614361702127667,3.8275,40.0,1.0,0.04602000164167464,0.5,7.41,0.17151162790697674,9.2,0.2745,800,1000,200,45,1000,1043,3
40.0,21.0,39.0,1.71,14.594308371708246,0.3522727272727273,0.258,0.129,0.129,0.3547169811320755,0.27265957446808514,3.775,40.0,1.0,0.03912687888512476,0.5,7.41,0.14534883720930233,8.0,0.258,1000,1500,500,45,1000,1043,3
43.84,20.04,36.12,1.71,17.649327444643145,0.35227272727272724,0.24456,0.12324,0.12324,0.3547169811320755,0.3105489361702128,3.751,40.0,0.136,0.026505442662932196,0.5,7.41,0.008051223044518519,10.88,0.24456,1500,2000,500,45,1000,1043,3
19.0,11.0,70.0,1.46,13.026523287842311,0.382,0.247,0.08800000000000001,0.0792,0.4490566037735849,0.44995798319327734,3.525,40.0,1.0,0.08,0.5,7.41,1.1627906976744187,11.0,0.247,0,50,50,45,1000,1046,4
19.0,11.0,70.0,1.46,13.026523287842311,0.382,0.247,0.08800000000000001,0.0792,0.4490566037735849,0.44995798319327734,3.525,40.0,1.0,0.08,0.5,7.41,1.1627906976744187,11.0,0.247,50,100,50,45,1000,1046,4
19.0,11.0,70.0,1.46,13.026523287842311,0.382,0.247,0.08800000000000001,0.0792,0.4490566037735849,0.44995798319327734,3.525,40.0,1.0,0.08,0.5,7.41,1.1627906976744187,11.0,0.247,100,150,50,45,1000,1046,4
19.0,11.0,70.0,1.46,13.026523287842311,0.382,0.247,0.08800000000000001,0.0792,0.4490566037735849,0.44995798319327734,3.525,40.0,1.0,0.08,0.5,7.41,1.1627906976744187,11.0,0.247,150,200,50,45,1000,1046,4
16.75,14.0,69.25,1.5425,9.821655002587455,0.39025000000000004,0.253,0.09475,0.09255,0.4179245283018867,0.3932186624649859,3.6,40.0,1.0,0.07264796560637145,0.5,7.41,0.5087209302325582,8.0,0.253,200,400,200,45,1000,1046,4
13.9,23.4,62.7,1.7309999999999999,5.93876450375724,0.3406272727272728,0.2963,0.1509,0.1509,0.34679245283018856,0.12703284313725471,3.835,40.0,1.0,0.06033601423195039,0.5,7.41,0.18895348837209305,11.9,0.2963,400,600,200,45,1000,1046,4
13.0,27.0,60.0,1.8,4.732506902152127,0.31818181818181823,0.314,0.174,0.174,0.320754716981132,0.021058823529411543,3.925,40.0,1.0,0.056109754270574005,0.5,7.41,0.14534883720930233,14.0,0.314,600,800,200,45,1000,1046,4
17.95,24.25,57.8,1.8,6.389946145923869,0.31818181818181823,0.3052,0.163,0.163,0.320754716981132,0.04849411764705863,3.85625,40.0,1.0,0.04369769761750509,0.5,7.41,0.07000552734911983,12.35,0.3052,800,1000,200,45,1000,1046,4
22.0,22.0,56.0,1.8,7.746032799918931,0.31818181818181823,0.298,0.154,0.154,0.320754716981132,0.07094117647058806,3.8,40.0,1.0,0.03354237853772142,0.5,7.41,0.008361001099879584,11.0,0.298,1000,1500,500,45,1000,1046,4
22.84,23.26,53.9,1.8,7.378906819298209,0.31818181818181823,0.29954,0.16086,0.16086,0.320754716981132,0.06613999999999981,3.828,40.0,0.874,0.031997372916452806,0.5,7.41,0.02753929815519877,11.84,0.29954,1500,2000,500,45,1000,1046,4
26.0,13.0,61.0,1.52,16.070385036927426,0.386,0.253,0.1,0.09000000000000002,0.4264150943396226,0.4066814159292036,3.575,40.0,1.0,0.08,0.5,7.41,1.1627906976744187,10.0,0.253,0,50,50,45,1000,1056,1
26.0,13.0,61.0,1.52,16.070385036927426,0.386,0.253,0.1,0.09000000000000002,0.4264150943396226,0.4066814159292036,3.575,40.0,1.0,0.08,0.5,7.41,1.1627906976744187,10.0,0.253,50,100,50,45,1000,1056,1
26.0,13.0,61.0,1.52,16.070385036927426,0.386,0.253,0.1,0.09000000000000002,0.4264150943396226,0.4066814159292036,3.575,40.0,1.0,0.08,0.5,7.41,1.1627906976744187,10.0,0.253,100,150,50,45,1000,1056,1
26.0,13.0,61.0,1.52,16.070385036927426,0.386,0.253,0.1,0.09000000000000002,0.4264150943396226,0.4066814159292036,3.575,40.0,1.0,0.08,0.5,7.41,1.1627906976744187,10.0,0.253,150,200,50,45,1000,1056,1
25.05,16.25,58.7,1.5330000000000001,12.811331513749018,0.38880000000000003,0.2611,0.11044999999999999,0.10795,0.42150943396226415,0.3786922566371682,3.65625,40.0,1.0,0.07363137029639494,0.5,7.410000000000001,0.8066860465116279,10.4,0.2611,200,400,200,45,1000,1056,1
28.6,27.4,44.0,1.6639999999999997,6.630348046971965,0.3696969696969697,0.30199999999999994,0.1716,0.1716,0.3720754716981132,0.18815357142857153,3.935,40.0,1.0,0.058717928102587004,0.5,7.41,0.436046511627907,14.0,0.30199999999999994,400,600,200,45,1000,1056,1
31.0,28.0,41.0,1.67,6.745589152588544,0.36742424242424243,0.305,0.177,0.177,0.369811320754717,0.1752551020408164,3.95,40.0,1.0,0.05513637547659745,0.5,7.41,0.436046511627907,14.0,0.305,600,800,200,45,1000,1056,1
41.2,25.9,32.9,1.6939999999999997,12.926008883167015,0.35833333333333334,0.26659999999999995,0.15719999999999998,0.15719999999999998,0.36075471698113204,0.26632857142857147,3.8975,40.0,1.0,0.05118463214698996,0.5,7.41,0.3129201329489459,13.1,0.26659999999999995,800,1000,200,45,1000,1056,1
77.48,11.64,10.88,1.776,158.83993358131897,0.3272727272727273,0.10575999999999999,0.05952,0.05952,0.3298113207547169,0.6849929411764706,3.541,40.0,0.532,0.03520027625890812,0.5,7.41,0.08788151504389484,6.32,0.10575999999999999,1000,1500,500,45,1000,1056,1
89.0,3.0,8.0,1.8,280.21803695990565,0.31818181818181823,0.04,0.012,0.012,0.320754716981132,0.8752941176470589,3.325,40.0,0.1,0.02895693337983331,0.5,7.41,0.14534883720930233,2.0,0.04,1500,2000,500,45,1000,1056,1
19.0,21.0,60.0,1.52,7.561414548779369,0.409,0.275,0.131,0.1179,0.4264150943396226,0.3550884955752212,3.775,40.0,1.0,0.08,0.5,7.41,1.453488372093023,16.5,0.275,0,50,50,45,1000,1069,4
19.0,21.0,60.0,1.52,7.561414548779369,0.409,0.275,0.131,0.1179,0.4264150943396226,0.3550884955752212,3.775,40.0,1.0,0.08,0.5,7.41,1.453488372093023,16.5,0.275,50,100,50,45,1000,1069,4
19.0,21.0,60.0,1.52,7.561414548779369,0.409,0.275,0.131,0.1179,0.4264150943396226,0.3550884955752212,3.775,40.0,1.0,0.08,0.5,7.41,1.453488372093023,16.5,0.275,100,150,50,45,1000,1069,4
25.0,42.0,33.0,1.8,2.267989103976885,0.31818181818181823,0.31818181818181823,0.233,0.22135,0.320754716981132,0.008021390374331173,4.0,40.0,1.0,0.07346504172830488,0.5,7.41,0.436046511627907,24.0,0.31818181818181823,150,200,50,45,1000,1069,4
25.0,42.0,33.0,1.8,2.267989103976885,0.31818181818181823,0.31818181818181823,0.233,0.22135,0.320754716981132,0.008021390374331173,4.0,40.0,1.0,0.07346504172830488,0.5,7.41,0.436046511627907,24.0,0.31818181818181823,200,400,200,45,1000,1069,4
21.6,35.65,42.75,1.8,3.5753875583759367,0.31818181818181823,0.3138636363636364,0.2364,0.2346525,0.320754716981132,0.021483957219250973,4.0,40.0,1.0,0.0627355598897143,0.5,7.41,0.3961263670817914,19.975,0.3138636363636364,400,600,200,45,1000,1069,4
21.0,31.0,48.0,1.8,4.643192067422188,0.31818181818181823,0.275,0.237,0.237,0.320754716981132,0.14264705882352915,4.0,40.0,1.0,0.04315549130774046,0.5,7.41,0.03684506616675135,17.5,0.275,600,800,200,45,1000,1069,4
21.0,31.0,48.0,1.8,4.643192067422188,0.31818181818181823,0.275,0.237,0.237,0.320754716981132,0.14264705882352915,4.0,40.0,1.0,0.04315549130774046,0.5,7.41,0.03684506616675135,17.5,0.275,800,1000,200,45,1000,1069,4
21.0,31.0,48.0,1.8,4.643192067422188,0.31818181818181823,0.275,0.237,0.237,0.320754716981132,0.14264705882352915,4.0,40.0,1.0,0.04315549130774047,0.5,7.41,0.03684506616675135,17.5,0.275,1000,1500,500,45,1000,1069,4
21.0,31.0,48.0,1.8,4.643192067422188,0.31818181818181823,0.275,0.23700000000000002,0.23700000000000002,0.320754716981132,0.14264705882352915,4.0,40.0,1.0,0.04315549130774047,0.5,7.409999999999999,0.03684506616675135,17.5,0.275,1500,2000,500,45,1000,1069,4
18.0,32.0,50.0,1.64,4.2272334393948405,0.3787878787878789,0.324,0.204,0.18359999999999999,0.38113207547169814,0.14990099009900992,4.0,40.0,1.0,0.08,0.5,7.41,0.872093023255814,18.0,0.324,0,50,50,45,1000,1073,3
18.0,32.0,50.0,1.64,4.2272334393948405,0.3787878787878789,0.324,0.204,0.18359999999999999,0.38113207547169814,0.14990099009900992,4.0,40.0,1.0,0.08,0.5,7.41,0.872093023255814,18.0,0.324,50,100,50,45,1000,1073,3
18.0,32.0,50.0,1.64,4.2272334393948405,0.3787878787878789,0.324,0.204,0.18359999999999999,0.38113207547169814,0.14990099009900992,4.0,40.0,1.0,0.08,0.5,7.41,0.872093023255814,18.0,0.324,100,150,50,45,1000,1073,3
19.6,35.6,44.8,1.6839999999999997,3.5655514418761163,0.3621212121212122,0.32480000000000003,0.2104,0.19816,0.3645283018867924,0.10598503850385028,4.0,40.0,1.0,0.07501842223813444,0.5,7.41,0.6976744186046511,19.4,0.32480000000000003,150,200,50,45,1000,1073,3
22.0,41.0,37.0,1.75,2.5730284455980303,0.33712121212121215,0.326,0.22,0.22,0.3396226415094339,0.04011111111111086,4.0,40.0,1.0,0.06754605559533611,0.5,7.41,0.436046511627907,21.5,0.326,200,400,200,45,1000,1073,3
22.0,41.0,37.0,1.75,2.5730284455980303,0.33712121212121215,0.326,0.22,0.22,0.3396226415094339,0.04011111111111086,4.0,40.0,1.0,0.06754605559533611,0.5,7.41,0.436046511627907,21.5,0.326,400,600,200,45,1000,1073,3
23.0,35.8,41.2,1.78,3.6122455435416554,0.3257575757575758,0.30787878787878786,0.22959999999999997,0.22959999999999997,0.32830188679245276,0.06310894338926765,4.0,40.0,0.73,0.05161950437090361,0.5,7.41,0.2761627906976744,17.78,0.30787878787878786,600,800,200,45,1000,1073,3
22.0,32.0,46.0,1.8,4.455047542433792,0.31818181818181823,0.266,0.22699999999999998,0.22699999999999998,0.320754716981132,0.17070588235294096,4.0,40.0,0.1,0.03449483733342253,0.5,7.41,0.14534883720930233,11.6,0.266,800,1000,200,45,1000,1073,3
22.0,32.0,46.0,1.8,4.455047542433792,0.31818181818181823,0.266,0.22699999999999998,0.22699999999999998,0.320754716981132,0.17070588235294096,4.0,40.0,0.1,0.03449483733342253,0.5,7.41,0.14534883720930233,11.6,0.266,1000,1500,500,45,1000,1073,3
22.0,32.0,46.0,1.8,4.455047542433792,0.31818181818181823,0.266,0.22699999999999998,0.22699999999999998,0.320754716981132,0.17070588235294096,4.0,40.0,0.1,0.03449483733342253,0.5,7.41,0.14534883720930233,11.6,0.266,1500,2000,500,45,1000,1073,3
18.0,18.0,64.0,1.52,8.492051302255014,0.402,0.289,0.138,0.12420000000000002,0.4264150943396226,0.3222566371681417,3.7,40.0,1.0,0.08,0.5,7.41,1.453488372093023,9.8,0.289,0,50,50,45,1000,1105,1
18.0,18.0,64.0,1.52,8.492051302255014,0.402,0.289,0.138,0.12420000000000002,0.4264150943396226,0.3222566371681417,3.7,40.0,1.0,0.08,0.5,7.41,1.453488372093023,9.8,0.289,50,100,50,45,1000,1105,1
18.0,18.0,64.0,1.52,8.492051302255014,0.402,0.289,0.138,0.12420000000000002,0.4264150943396226,0.3222566371681417,3.7,40.0,1.0,0.08,0.5,7.41,1.453488372093023,9.8,0.289,100,150,50,45,1000,1105,1
18.0,18.0,64.0,1.52,8.492051302255014,0.402,0.289,0.138,0.12420000000000002,0.4264150943396226,0.3222566371681417,3.7,40.0,1.0,0.08,0.5,7.41,1.453488372093023,9.8,0.289,150,200,50,45,1000,1105,1
19.6,24.8,55.6,1.62,6.850328849484524,0.3754666666666667,0.27759999999999996,0.14980000000000002,0.14754,0.38867924528301884,0.27578070449418707,3.82,40.0,1.0,0.07158547705435012,0.5,7.41,0.6104651162790697,13.24,0.27759999999999996,200,400,200,45,1000,1105,1
18.0,40.0,42.0,1.8,2.90686667557957,0.31818181818181823,0.282,0.209,0.209,0.320754716981132,0.1208235294117646,4.0,40.0,1.0,0.0618869708420263,0.5,7.41,0.436046511627907,21.2,0.282,400,600,200,45,1000,1105,1
24.975,33.7,41.325,1.791,5.375519309636409,0.32159090909090915,0.2793,0.18424999999999997,0.18424999999999997,0.32415094339622635,0.13814259634888418,3.955,40.0,1.0,0.057010428741403274,0.5,7.41,0.3052325581395349,17.555,0.2793,600,800,200,45,1000,1105,1
37.325,22.175,40.5,1.7890000000000001,13.017055944942562,0.32234848484848483,0.24630000000000002,0.13690000000000002,0.13690000000000002,0.3249056603773584,0.24300304259634867,3.804375,40.0,0.595,0.042703633497580794,0.5,7.41,0.08395957824034372,10.895,0.24630000000000002,800,1000,200,45,1000,1105,1
42.0,17.5,40.5,1.8,18.66897147796024,0.31818181818181823,0.21,0.11599999999999999,0.11599999999999999,0.320754716981132,0.3452941176470587,3.6875,40.0,0.1,0.03250226146100007,0.5,7.41,0.008928261722727655,8.2,0.21,1000,1500,500,45,1000,1105,1
42.0,17.5,40.5,1.8,18.66897147796024,0.31818181818181823,0.21,0.11599999999999999,0.11599999999999999,0.320754716981132,0.3452941176470587,3.6875,40.0,0.1,0.03250226146100007,0.5,7.41,0.008928261722727655,8.2,0.21,1500,2000,500,45,1000,1105,1
10.0,36.0,54.0,1.48,3.5226138029735745,0.43939393939393945,0.348,0.23399999999999999,0.22229999999999997,0.44150943396226416,0.2117948717948719,4.0,40.0,1.0,0.08,0.5,7.41,2.906976744186046,27.0,0.348,0,50,50,45,1000,1112,4
10.0,36.0,54.0,1.48,3.5226138029735745,0.43939393939393945,0.348,0.23399999999999999,0.22229999999999997,0.44150943396226416,0.2117948717948719,4.0,40.0,1.0,0.08,0.5,7.41,2.906976744186046,27.0,0.348,50,100,50,45,1000,1112,4
10.0,36.0,54.0,1.48,3.5226138029735745,0.43939393939393945,0.348,0.23399999999999999,0.22229999999999997,0.44150943396226416,0.2117948717948719,4.0,40.0,1.0,0.08,0.5,7.41,2.906976744186046,27.0,0.348,100,150,50,45,1000,1112,4
10.0,36.0,54.0,1.48,3.5226138029735745,0.43939393939393945,0.348,0.23399999999999999,0.22229999999999997,0.44150943396226416,0.2117948717948719,4.0,40.0,1.0,0.08,0.5,7.41,2.906976744186046,27.0,0.348,150,200,50,45,1000,1112,4
9.3,37.4,53.3,1.5919999999999999,3.40031927155973,0.39696969696969703,0.33714999999999995,0.23575,0.228145,0.39924528301886786,0.14176372549019606,4.0,40.0,1.0,0.07388907263440168,0.5,7.41,2.194767441860465,27.0,0.33714999999999995,200,400,200,45,1000,1112,4
8.0,40.0,52.0,1.8,3.173200856076875,0.31818181818181823,0.317,0.239,0.239,0.320754716981132,0.011705882352940945,4.0,40.0,1.0,0.06254020752686196,0.5,7.41,0.872093023255814,27.0,0.317,400,600,200,45,1000,1112,4
8.9,38.2,52.9,1.8,3.278416631313961,0.31818181818181823,0.3175318181818182,0.23045000000000002,0.23045000000000002,0.320754716981132,0.010047860962566548,4.0,40.0,1.0,0.05465009476545266,0.5,7.41,0.7412790697674418,25.65,0.3175318181818182,600,800,200,45,1000,1112,4
10.0,36.0,54.0,1.8,3.407013689937066,0.31818181818181823,0.31818181818181823,0.22,0.22,0.320754716981132,0.008021390374331173,4.0,40.0,1.0,0.04500662361261908,0.5,7.41,0.5813953488372093,24.0,0.31818181818181823,800,1000,200,45,1000,1112,4
10.0,33.24,56.76,1.777,3.6979508962904237,0.32689393939393946,0.3231581818181818,0.21033999999999997,0.21033999999999997,0.32943396226415084,0.018719328579916567,4.0,40.0,0.586,0.03748463582951919,0.5,7.41,0.4476744186046512,18.48,0.3231581818181818,1000,1500,500,45,1000,1112,4
10.0,30.0,60.0,1.75,4.039485877661757,0.33712121212121215,0.32899999999999996,0.19899999999999998,0.19899999999999998,0.3396226415094339,0.03127777777777768,4.0,40.0,0.1,0.0286544762580541,0.5,7.41,0.29069767441860467,12.0,0.32899999999999996,1500,2000,500,45,1000,1112,4
15.0,35.0,50.0,1.66,3.6329302641090906,0.3712121212121213,0.34600000000000003,0.244,0.21959999999999996,0.3735849056603774,0.07383838383838383,4.0,40.0,1.0,0.08,0.5,7.41,2.3255813953488373,30.0,0.34600000000000003,0,50,50,45,1000,1113,2
15.0,35.0,50.0,1.66,3.6329302641090906,0.3712121212121213,0.34600000000000003,0.244,0.21959999999999996,0.3735849056603774,0.07383838383838383,4.0,40.0,1.0,0.08,0.5,7.41,2.3255813953488373,30.0,0.34600000000000003,50,100,50,45,1000,1113,2
15.0,35.0,50.0,1.66,3.6329302641090906,0.3712121212121213,0.34600000000000003,0.244,0.21959999999999996,0.3735849056603774,0.07383838383838383,4.0,40.0,1.0,0.08,0.5,7.41,2.3255813953488373,30.0,0.34600000000000003,100,150,50,45,1000,1113,2
15.0,35.0,50.0,1.66,3.6329302641090906,0.3712121212121213,0.34600000000000003,0.244,0.21959999999999996,0.3735849056603774,0.07383838383838383,4.0,40.0,1.0,0.08,0.5,7.41,2.3255813953488373,30.0,0.34600000000000003,150,200,50,45,1000,1113,2
15.6,39.2,45.2,1.7439999999999998,3.0597219761101537,0.33939393939393947,0.3256,0.2434,0.23363999999999996,0.3418867924528301,0.0459118241235887,4.0,40.0,1.0,0.06823349787308608,0.5,7.41,1.4534883720930234,26.4,0.3256,200,400,200,45,1000,1113,2
16.0,42.0,42.0,1.8,2.677583117444195,0.31818181818181823,0.312,0.243,0.243,0.320754716981132,0.027294117647058608,4.0,40.0,1.0,0.06038916312181013,0.5,7.41,0.872093023255814,24.0,0.312,400,600,200,45,1000,1113,2
16.0,42.0,42.0,1.8,2.677583117444195,0.31818181818181823,0.312,0.243,0.243,0.320754716981132,0.027294117647058608,4.0,40.0,1.0,0.06038916312181013,0.5,7.41,0.872093023255814,24.0,0.312,600,800,200,45,1000,1113,2
16.0,42.0,42.0,1.8,2.677583117444195,0.31818181818181823,0.29869999999999997,0.21850000000000003,0.21850000000000003,0.320754716981132,0.0687588235294116,4.0,40.0,1.0,0.048751490997482216,0.5,7.41,0.6686046511627908,19.8,0.29869999999999997,800,1000,200,45,1000,1113,2
19.2,37.6,43.2,1.8,3.3443594702356036,0.31818181818181823,0.3060181818181818,0.222,0.222,0.32075471698113195,0.04594331550802118,4.0,40.0,0.91,0.03799542002893331,0.5,7.41,0.47965116279069764,14.7,0.3060181818181818,1000,1500,500,45,1000,1113,2
23.0,33.0,44.0,1.8,4.260795658998017,0.31818181818181823,0.31818181818181823,0.218,0.218,0.320754716981132,0.008021390374331173,4.0,40.0,0.1,0.026904933474480117,0.5,7.41,0.29069767441860467,15.0,0.31818181818181823,1500,2000,500,45,1000,1113,2
79.0,4.0,17.0,1.63,193.40807403890778,0.3825757575757576,0.081,0.068,0.061200000000000004,0.3849056603773585,0.7895588235294118,3.35,40.0,1.0,0.08,0.5,7.41,1.1627906976744187,9.0,0.081,0,50,50,45,1000,1122,2
79.0,4.0,17.0,1.63,193.40807403890778,0.3825757575757576,0.081,0.068,0.061200000000000004,0.3849056603773585,0.7895588235294118,3.35,40.0,1.0,0.08,0.5,7.41,1.1627906976744187,9.0,0.081,50,100,50,45,1000,1122,2
79.0,4.0,17.0,1.63,193.40807403890778,0.3825757575757576,0.081,0.068,0.061200000000000004,0.3849056603773585,0.7895588235294118,3.35,40.0,1.0,0.08,0.5,7.41,1.1627906976744187,9.0,0.081,100,150,50,45,1000,1122,2
79.0,4.0,17.0,1.63,193.40807403890778,0.3825757575757576,0.081,0.068,0.061200000000000004,0.3849056603773585,0.7895588235294118,3.35,40.0,1.0,0.08,0.5,7.41,1.1627906976744187,9.0,0.081,150,200,50,45,1000,1122,2
83.5,5.5,11.0,1.63,178.50022119033355,0.3825757575757576,0.07949999999999999,0.068,0.06630000000000001,0.3849056603773585,0.7934558823529412,3.3875,40.0,1.0,0.07264796560637145,0.5,7.41,0.6177325581395349,9.0,0.07949999999999999,200,400,200,45,1000,1122,2
74.5,11.6,13.9,1.735,93.14409624991987,0.34280303030303033,0.1329,0.0932,0.0932,0.3452830188679245,0.6058057809330627,3.54,40.0,1.0,0.06006203647690882,0.5,7.41,0.436046511627907,8.65,0.1329,400,600,200,45,1000,1122,2
70.0,14.0,16.0,1.78,58.6925931109675,0.3257575757575758,0.156,0.10400000000000001,0.10400000000000001,0.32830188679245276,0.5248275862068964,3.6,40.0,1.0,0.05571835747765747,0.5,7.41,0.436046511627907,8.5,0.156,600,800,200,45,1000,1122,2
79.0,9.05,11.95,1.7890000000000001,160.73478169008857,0.32234848484848483,0.10965,0.06755000000000001,0.06755000000000001,0.3249056603773584,0.6642992900608519,3.47625,40.0,1.0,0.047946748367690584,0.5,7.41,0.24727078841659947,6.025,0.10965,800,1000,200,45,1000,1122,2
90.0,3.0,7.0,1.8,285.45301217568095,0.31818181818181823,0.053,0.023,0.023,0.320754716981132,0.834764705882353,3.325,40.0,1.0,0.03844811501106439,0.5,7.41,0.016544904491668,3.0,0.053,1000,1500,500,45,1000,1122,2
90.0,3.0,7.0,1.8,285.45301217568095,0.31818181818181823,0.053000000000000005,0.023,0.023,0.320754716981132,0.834764705882353,3.325,40.0,1.0,0.03844811501106439,0.5,7.409999999999999,0.016544904491668,3.0,0.053000000000000005,1500,2000,500,45,1000,1122,2
15.0,23.0,62.0,1.59,5.956775599424754,0.3977272727272727,0.307,0.165,0.14850000000000002,0.3999999999999999,0.23249999999999985,3.825,40.0,1.0,0.08,0.5,7.41,1.453488372093023,19.5,0.307,0,50,50,45,1000,1144,2
15.0,23.0,62.0,1.59,5.956775599424754,0.3977272727272727,0.307,0.165,0.14850000000000002,0.3999999999999999,0.23249999999999985,3.825,40.0,1.0,0.08,0.5,7.41,1.453488372093023,19.5,0.307,50,100,50,45,1000,1144,2
15.0,23.0,62.0,1.59,5.956775599424754,0.3977272727272727,0.307,0.165,0.14850000000000002,0.3999999999999999,0.23249999999999985,3.825,40.0,1.0,0.08,0.5,7.41,1.453488372093023,19.5,0.307,100,150,50,45,1000,1144,2
15.0,23.0,62.0,1.59,5.956775599424754,0.3977272727272727,0.307,0.165,0.14850000000000002,0.3999999999999999,0.23249999999999985,3.825,40.0,1.0,0.08,0.5,7.41,1.453488372093023,19.5,0.307,150,200,50,45,1000,1144,2
35.0,22.0,43.0,1.63,11.876248938472877,0.3825757575757576,0.273,0.14800000000000002,0.14800000000000002,0.3849056603773585,0.29073529411764704,3.8,40.0,1.0,0.05872171970051103,0.5,7.41,0.872093023255814,18.4,0.273,200,400,200,45,1000,1144,2
