SAND,CLAY,SILT,BD,KSAT,SAT,DUL,LL,AirDry,PO,SWCON,CONA,DiffusConst,XF_maize,KL_maize,e,PH,CO,CEC,SW,TOP_LAYER,BOT_LAYER,THICK,RootCN,RootWt,id_cell,id_within_cell
13.0,31.0,56.0,1.54,4.077825621398086,0.41666666666666663,0.326,0.195,0.195,0.4188679245283019,0.2217117117117117,4.0,40.0,1.0,0.04345863952781068,0.5,7.41,0.5813953488372093,14.0,0.326,600,800,200,45,1000,632,2
13.0,31.0,56.0,1.54,4.077825621398086,0.41666666666666663,0.326,0.195,0.195,0.4188679245283019,0.2217117117117117,4.0,40.0,1.0,0.04345863952781068,0.5,7.41,0.5813953488372093,14.0,0.326,800,1000,200,45,1000,632,2
13.0,31.0,56.0,1.54,4.077825621398086,0.41666666666666663,0.326,0.195,0.195,0.4188679245283019,0.22171171171171172,4.0,40.0,1.0,0.04345863952781068,0.5,7.41,0.5813953488372093,14.0,0.326,1000,1500,500,45,1000,632,2
17.4,27.92,54.68,1.54,5.485917150735815,0.4154933333333333,0.3128,0.17432,0.17432,0.41886792452830196,0.25322522522522517,3.934,40.0,0.604,0.034773545208815565,0.5,7.41,0.45348837209302334,13.12,0.3128,1500,2000,500,45,1000,632,2
12.0,20.0,68.0,1.5,5.852124671989899,0.41,0.278,0.134,0.1206,0.4339622641509434,0.35939130434782607,3.75,40.0,1.0,0.08,0.5,7.41,1.1627906976744187,13.0,0.278,0,50,50,45,1000,642,2
12.0,20.0,68.0,1.5,5.852124671989899,0.41,0.278,0.134,0.1206,0.4339622641509434,0.35939130434782607,3.75,40.0,1.0,0.08,0.5,7.41,1.1627906976744187,13.0,0.278,50,100,50,45,1000,642,2
12.0,20.0,68.0,1.5,5.852124671989899,0.41,0.278,0.134,0.1206,0.4339622641509434,0.35939130434782607,3.75,40.0,1.0,0.08,0.5,7.41,1.1627906976744187,13.0,0.278,100,150,50,45,1000,642,2
10.0,31.0,59.0,1.72,3.8580146311655272,0.3484848484848485,0.319,0.193,0.18334999999999999,0.3509433962264151,0.09102150537634415,4.0,40.0,1.0,0.08,0.5,7.41,0.5813953488372093,15.0,0.319,150,200,50,45,1000,642,2
8.5,47.5,44.0,1.78,2.9066313983085705,0.3257575757575758,0.3183863636363637,0.253,0.2505875,0.3283018867924528,0.028771419124834417,3.94375,40.0,1.0,0.06497593630117983,0.5,7.41,0.49418604651162795,25.5,0.3183863636363637,200,400,200,45,1000,642,2
8.0,53.0,39.0,1.8,2.589503654022918,0.31818181818181823,0.31818181818181823,0.273,0.273,0.320754716981132,0.008021390374331173,3.925,40.0,1.0,0.05996791506823977,0.5,7.41,0.4651162790697675,29.0,0.31818181818181823,400,600,200,45,1000,642,2
8.0,53.0,39.0,1.8,2.589503654022918,0.31818181818181823,0.31818181818181823,0.273,0.273,0.320754716981132,0.008021390374331173,3.925,40.0,1.0,0.05996791506823977,0.5,7.41,0.4651162790697675,29.0,0.31818181818181823,600,800,200,45,1000,642,2
8.0,53.0,39.0,1.8,2.589503654022918,0.31818181818181823,0.31818181818181823,0.29009999999999997,0.29009999999999997,0.320754716981132,0.008021390374331173,3.925,40.0,1.0,0.05028400504251085,0.5,7.41,0.2632591605096227,,0.31818181818181823,800,1000,200,45,1000,642,2
8.0,53.0,39.0,1.8,2.589503654022918,0.31818181818181823,0.31818181818181823,0.311,0.311,0.320754716981132,0.008021390374331173,3.925,40.0,1.0,0.03844811501106439,0.5,7.41,0.016544904491668,,0.31818181818181823,1000,1500,500,45,1000,642,2
8.0,53.0,39.0,1.8,2.589503654022918,0.31818181818181823,0.31818181818181823,0.311,0.311,0.320754716981132,0.008021390374331173,3.925,40.0,1.0,0.03844811501106439,0.5,7.409999999999999,0.016544904491668,,0.31818181818181823,1500,2000,500,45,1000,642,2
29.0,15.0,56.0,1.5,16.031832622606792,0.39,0.255,0.121,0.10890000000000001,0.4339622641509434,0.4123913043478261,3.625,40.0,1.0,0.08,0.5,7.41,1.453488372093023,8.2,0.255,0,50,50,45,1000,653,1
29.0,15.0,56.0,1.5,16.031832622606792,0.39,0.255,0.121,0.10890000000000001,0.4339622641509434,0.4123913043478261,3.625,40.0,1.0,0.08,0.5,7.41,1.453488372093023,8.2,0.255,50,100,50,45,1000,653,1
29.0,15.0,56.0,1.5,16.031832622606792,0.39,0.255,0.121,0.10890000000000001,0.4339622641509434,0.4123913043478261,3.625,40.0,1.0,0.08,0.5,7.41,1.453488372093023,8.2,0.255,100,150,50,45,1000,653,1
29.0,15.0,56.0,1.5,16.031832622606792,0.39,0.255,0.121,0.10890000000000001,0.4339622641509434,0.4123913043478261,3.625,40.0,1.0,0.08,0.5,7.41,1.453488372093023,8.2,0.255,150,200,50,45,1000,653,1
22.7,24.8,52.5,1.57,8.364634859366241,0.39275757575757575,0.3019,0.1672,0.16357,0.4075471698113207,0.254850724637681,3.87,40.0,1.0,0.07365676953890754,0.5,7.41,1.0465116279069766,13.38,0.3019,200,400,200,45,1000,653,1
37.1,30.8,32.1,1.7169999999999999,5.955740712621996,0.3496212121212121,0.3121,0.20590000000000003,0.20590000000000003,0.3520754716981132,0.11249963768115949,3.9975,40.0,1.0,0.06125417767286285,0.5,7.41,0.4796511627906977,16.41,0.3121,400,600,200,45,1000,653,1
39.7,28.9,31.4,1.73,7.6836769534609815,0.34469696969696967,0.29875,0.19435000000000002,0.19435000000000002,0.34716981132075475,0.13947010869565227,3.95625,40.0,1.0,0.05685874826352347,0.5,7.41,0.436046511627907,14.645,0.29875,600,800,200,45,1000,653,1
42.35,21.4,36.25,1.7615,14.29248497635404,0.33276515151515157,0.2499,0.1465,0.1465,0.3352830188679245,0.2569088235294117,3.785,40.0,0.595,0.04250777648598926,0.5,7.41,0.3052325581395349,9.58,0.2499,800,1000,200,45,1000,653,1
44.0,17.0,39.0,1.8,18.66897147796024,0.31818181818181823,0.218,0.11900000000000001,0.11900000000000001,0.320754716981132,0.32035294117647045,3.675,40.0,0.1,0.03250226146100007,0.5,7.41,0.14534883720930233,7.6,0.218,1000,1500,500,45,1000,653,1
44.0,17.0,39.0,1.8,18.66897147796024,0.31818181818181823,0.218,0.11900000000000001,0.11900000000000001,0.320754716981132,0.32035294117647045,3.675,40.0,0.1,0.03250226146100007,0.5,7.41,0.14534883720930233,7.6,0.218,1500,2000,500,45,1000,653,1
20.0,16.0,64.0,1.52,10.236208093293722,0.395,0.28,0.127,0.1143,0.4264150943396226,0.34336283185840705,3.65,40.0,1.0,0.08,0.5,7.41,1.453488372093023,8.7,0.28,0,50,50,45,1000,658,3
20.0,16.0,64.0,1.52,10.236208093293722,0.395,0.28,0.127,0.1143,0.4264150943396226,0.34336283185840705,3.65,40.0,1.0,0.08,0.5,7.41,1.453488372093023,8.7,0.28,50,100,50,45,1000,658,3
20.0,16.0,64.0,1.52,10.236208093293722,0.395,0.28,0.127,0.1143,0.4264150943396226,0.34336283185840705,3.65,40.0,1.0,0.08,0.5,7.41,1.453488372093023,8.7,0.28,100,150,50,45,1000,658,3
20.0,16.0,64.0,1.52,10.236208093293722,0.395,0.28,0.127,0.1143,0.4264150943396226,0.34336283185840705,3.65,40.0,1.0,0.08,0.5,7.41,1.453488372093023,8.7,0.28,150,200,50,45,1000,658,3
31.0,29.0,40.0,1.8,6.310734673456156,0.31818181818181823,0.314,0.19399999999999998,0.19399999999999998,0.320754716981132,0.021058823529411543,3.975,40.0,1.0,0.06364429373585441,0.5,7.41,0.436046511627907,15.4,0.314,200,400,200,45,1000,658,3
31.0,29.0,40.0,1.8,6.310734673456156,0.31818181818181823,0.314,0.19399999999999998,0.19399999999999998,0.320754716981132,0.021058823529411543,3.975,40.0,1.0,0.06364429373585441,0.5,7.41,0.436046511627907,15.4,0.314,400,600,200,45,1000,658,3
31.35,28.65,40.0,1.7945,6.635122703200002,0.32026515151515156,0.31165000000000004,0.19129999999999994,0.19129999999999994,0.32283018867924523,0.03315431985294097,3.96625,40.0,1.0,0.06294411059546692,0.5,7.41,0.4287790697674419,15.215,0.31165000000000004,600,800,200,45,1000,658,3
37.1,21.1,41.8,1.7394999999999998,13.408396435844882,0.3410984848484848,0.2643,0.1355,0.1355,0.34358490566037736,0.2284651654411764,3.7775,40.0,0.595,0.04192836466790761,0.5,7.41,0.22529069767441862,10.98,0.2643,800,1000,200,45,1000,658,3
36.0,20.0,44.0,1.8,14.153831196137057,0.31818181818181823,0.261,0.13,0.13,0.320754716981132,0.1862941176470586,3.75,40.0,0.1,0.03250226146100007,0.5,7.41,0.14534883720930233,10.1,0.261,1000,1500,500,45,1000,658,3
36.0,20.0,44.0,1.8,14.153831196137057,0.31818181818181823,0.261,0.13,0.13,0.320754716981132,0.1862941176470586,3.75,40.0,0.1,0.03250226146100007,0.5,7.41,0.14534883720930233,10.1,0.261,1500,2000,500,45,1000,658,3
73.0,7.0,20.0,1.58,121.15183541718356,0.391,0.111,0.062,0.0558,0.4037735849056603,0.7250934579439252,3.425,40.0,1.0,0.08,0.5,7.41,0.7616279069767442,5.3,0.111,0,50,50,45,1000,674,2
73.0,7.0,20.0,1.58,121.15183541718356,0.391,0.111,0.062,0.0558,0.4037735849056603,0.7250934579439252,3.425,40.0,1.0,0.08,0.5,7.41,0.7616279069767442,5.3,0.111,50,100,50,45,1000,674,2
73.0,7.0,20.0,1.58,121.15183541718356,0.391,0.111,0.062,0.0558,0.4037735849056603,0.7250934579439252,3.425,40.0,1.0,0.08,0.5,7.41,0.7616279069767442,5.3,0.111,100,150,50,45,1000,674,2
73.0,7.0,20.0,1.58,121.15183541718356,0.391,0.111,0.062,0.0558,0.4037735849056603,0.7250934579439252,3.425,40.0,1.0,0.08,0.5,7.41,0.7616279069767442,5.3,0.111,150,200,50,45,1000,674,2
72.4,11.95,15.65,1.544,77.56104565576192,0.3858,0.1393,0.0758,0.07357,0.4173584905660377,0.6651829873459597,3.54875,40.0,1.0,0.06910970740930417,0.5,7.41,0.23459302325581396,4.885,0.1393,200,400,200,45,1000,674,2
73.0,16.0,11.0,1.58,52.43654738096904,0.38299999999999995,0.161,0.098,0.098,0.4037735849056603,0.6012616822429906,3.65,40.0,1.0,0.058312102993681544,0.5,7.41,0.23255813953488375,7.2,0.161,400,600,200,45,1000,674,2
73.0,16.0,11.0,1.58,52.43654738096904,0.38299999999999995,0.161,0.098,0.098,0.4037735849056603,0.6012616822429906,3.65,40.0,1.0,0.058312102993681544,0.5,7.41,0.23255813953488375,7.2,0.161,600,800,200,45,1000,674,2
79.3,11.5,9.2,1.5530000000000002,109.73987336180465,0.392,0.1223,0.07325,0.07325,0.41396226415094334,0.7015456951451492,3.5375,40.0,1.0,0.05017871767217879,0.5,7.41,0.21686046511627907,6.03,0.1223,800,1000,200,45,1000,674,2
88.32,5.12,6.56,1.5398,207.27062411555337,0.4001733333333333,0.06774,0.0364,0.0364,0.4189433962264151,0.8392655037440436,3.378,40.0,0.802,0.03736713563977683,0.5,7.41,0.181046511627907,3.9619999999999997,0.06774,1000,1500,500,45,1000,674,2
93.0,2.0,5.0,1.61,304.747055113405,0.39015151515151514,0.042,0.013000000000000001,0.013000000000000001,0.39245283018867916,0.8929807692307693,3.3,40.0,0.1,0.027188923615045504,0.5,7.41,0.12209302325581395,1.7,0.042,1500,2000,500,45,1000,674,2
13.0,28.0,59.0,1.66,4.661446064789311,0.3712121212121213,0.343,0.231,0.21945,0.3735849056603774,0.08186868686868687,3.95,40.0,1.0,0.07796887201685201,0.5,7.41,2.3255813953488373,26.0,0.343,0,50,50,45,1000,704,2
13.0,28.0,59.0,1.66,4.661446064789311,0.3712121212121213,0.343,0.231,0.21945,0.3735849056603774,0.08186868686868687,3.95,40.0,1.0,0.07796887201685201,0.5,7.41,2.3255813953488373,26.0,0.343,50,100,50,45,1000,704,2
13.0,28.0,59.0,1.66,4.661446064789311,0.3712121212121213,0.343,0.231,0.21945,0.3735849056603774,0.08186868686868687,3.95,40.0,1.0,0.07796887201685201,0.5,7.41,2.3255813953488373,26.0,0.343,100,150,50,45,1000,704,2
13.0,28.0,59.0,1.66,4.661446064789311,0.3712121212121213,0.343,0.231,0.21945,0.3735849056603774,0.08186868686868687,3.95,40.0,1.0,0.07796887201685201,0.5,7.41,2.3255813953488373,26.0,0.343,150,200,50,45,1000,704,2
13.0,28.0,59.0,1.66,4.661446064789311,0.3712121212121213,0.343,0.231,0.21945,0.3735849056603774,0.08186868686868687,3.95,40.0,1.0,0.07796887201685201,0.5,7.41,2.3255813953488373,26.0,0.343,200,400,200,45,1000,704,2
18.7,33.7,47.6,1.7265000000000001,3.9122588420177418,0.3460227272727273,0.33730000000000004,0.21484999999999999,0.21427249999999998,0.3484905660377358,0.03192223869126046,3.9975,40.0,1.0,0.059684077316328084,0.5,7.41,0.8066860465116278,26.285,0.33730000000000004,400,600,200,45,1000,704,2
19.0,34.0,47.0,1.73,3.8728279355560806,0.34469696969696967,0.337,0.214,0.214,0.34716981132075475,0.029293478260869598,4.0,40.0,1.0,0.05872171970051103,0.5,7.41,0.7267441860465115,26.3,0.337,600,800,200,45,1000,704,2
33.25,25.45,41.3,1.6540000000000001,8.876271402330072,0.3734848484848486,0.2857,0.15605,0.15605,0.37584905660377366,0.23901217391304347,3.88125,40.0,1.0,0.04644719895069246,0.5,7.41,0.7267441860465115,20.79,0.2857,800,1000,200,45,1000,704,2
35.52,17.4,47.08,1.7032,17.700245664057114,0.35484848484848486,0.24880000000000002,0.11347999999999998,0.11347999999999998,0.3572830188679246,0.304601247311828,3.685,40.0,1.0,0.0381421665499641,0.5,7.41,0.5058139534883721,13.964,0.24880000000000002,1000,1500,500,45,1000,704,2
36.0,15.0,49.0,1.72,20.403604126761376,0.3484848484848485,0.238,0.101,0.101,0.3509433962264151,0.32182795698924743,3.625,40.0,1.0,0.03572353339432942,0.5,7.409999999999999,0.436046511627907,11.9,0.238,1500,2000,500,45,1000,704,2
23.0,14.0,63.0,1.52,13.366515966291324,0.389,0.265,0.184,0.17479999999999996,0.4264150943396226,0.37853982300884953,3.6,40.0,1.0,0.07476199520228302,0.5,7.41,1.744186046511628,12.5,0.265,0,50,50,45,1000,718,3
23.0,14.0,63.0,1.52,13.366515966291324,0.389,0.265,0.184,0.17479999999999996,0.4264150943396226,0.37853982300884953,3.6,40.0,1.0,0.07476199520228302,0.5,7.41,1.744186046511628,12.5,0.265,50,100,50,45,1000,718,3
23.0,14.0,63.0,1.52,13.366515966291324,0.389,0.265,0.184,0.17479999999999996,0.4264150943396226,0.37853982300884953,3.6,40.0,1.0,0.07476199520228302,0.5,7.41,1.744186046511628,12.5,0.265,100,150,50,45,1000,718,3
23.0,14.0,63.0,1.52,13.366515966291324,0.389,0.265,0.184,0.17479999999999996,0.4264150943396226,0.37853982300884953,3.6,40.0,1.0,0.07476199520228302,0.5,7.41,1.744186046511628,12.5,0.265,150,200,50,45,1000,718,3
23.0,14.0,63.0,1.52,13.366515966291324,0.389,0.265,0.184,0.17479999999999996,0.4264150943396226,0.37853982300884953,3.6,40.0,1.0,0.07476199520228302,0.5,7.41,1.744186046511628,12.5,0.265,200,400,200,45,1000,718,3
27.2,18.9,53.9,1.618,11.2694982313266,0.36421363636363635,0.27795000000000003,0.18715,0.18116999999999997,0.3894339622641509,0.26651559083810505,3.7225,40.0,1.0,0.06809672199866408,0.5,7.41,1.2863372093023255,13.725,0.27795000000000003,400,600,200,45,1000,718,3
35.0,28.0,37.0,1.8,7.37503672353497,0.31818181818181823,0.302,0.193,0.193,0.320754716981132,0.05847058823529395,3.95,40.0,1.0,0.05571835747765747,0.5,7.41,0.436046511627907,16.0,0.302,600,800,200,45,1000,718,3
77.4,10.4,12.2,1.704,147.7945713829493,0.3545454545454546,0.11879999999999999,0.073,0.073,0.3569811320754717,0.6521477258944814,3.51,40.0,1.0,0.044950611906613036,0.5,7.41,0.20348837209302326,5.6,0.11879999999999999,800,1000,200,45,1000,718,3
88.72,5.28,6.0,1.6872,203.91289368755517,0.36090909090909096,0.0676,0.03508,0.03508,0.36332075471698116,0.8141186760716222,3.382,40.0,0.676,0.03558467629788108,0.5,7.41,0.09382168582100635,2.64,0.0676,1000,1500,500,45,1000,718,3
90.0,4.0,6.0,1.7,241.2701179360036,0.3560606060606061,0.058,0.021,0.021,0.3584905660377359,0.8382105263157895,3.35,40.0,0.1,0.023719788802821787,0.5,7.41,0.002217861130702396,2.0,0.058,1500,2000,500,45,1000,718,3
5.0,18.0,77.0,1.5,4.345541917844804,0.408,0.282,0.13,0.117,0.4339622641509434,0.35017391304347834,3.7,40.0,1.0,0.08,0.5,7.41,1.1627906976744187,9.8,0.282,0,50,50,45,1000,725,1
5.0,18.0,77.0,1.5,4.345541917844804,0.408,0.282,0.13,0.117,0.4339622641509434,0.35017391304347834,3.7,40.0,1.0,0.08,0.5,7.41,1.1627906976744187,9.8,0.282,50,100,50,45,1000,725,1
5.0,18.0,77.0,1.5,4.345541917844804,0.408,0.282,0.13,0.117,0.4339622641509434,0.35017391304347834,3.7,40.0,1.0,0.08,0.5,7.41,1.1627906976744187,9.8,0.282,100,150,50,45,1000,725,1
5.0,18.0,77.0,1.5,4.345541917844804,0.408,0.282,0.13,0.117,0.4339622641509434,0.35017391304347834,3.7,40.0,1.0,0.08,0.5,7.41,1.1627906976744187,9.8,0.282,150,200,50,45,1000,725,1
4.0,24.0,72.0,1.61,3.712851053557271,0.39015151515151514,0.298,0.15,0.15,0.39245283018867916,0.2406730769230768,3.85,40.0,1.0,0.06707488422989598,0.5,7.41,0.14534883720930233,,0.298,200,400,200,45,1000,725,1
4.0,24.0,72.0,1.61,3.712851053557271,0.39015151515151514,0.298,0.15,0.15,0.39245283018867916,0.2406730769230768,3.85,40.0,1.0,0.06707488422989598,0.5,7.41,0.14534883720930233,,0.298,400,600,200,45,1000,725,1
14.4,23.2,62.4,1.722,5.757683002425526,0.3477272727272727,0.3004,0.1548,0.1548,0.35018867924528296,0.139112393162393,3.83,40.0,1.0,0.05070277399778306,0.5,7.41,0.14534883720930233,,0.3004,600,800,200,45,1000,725,1
17.0,23.0,60.0,1.75,6.268890989642589,0.33712121212121215,0.301,0.156,0.156,0.3396226415094339,0.11372222222222206,3.825,40.0,1.0,0.04660974643975482,0.5,7.41,0.14534883720930233,,0.301,800,1000,200,45,1000,725,1
20.64,35.48,43.88,1.7604000000000002,3.838854150159895,0.33318181818181825,0.3158436363636364,0.20643999999999998,0.20643999999999998,0.33569811320754706,0.05854844352617054,3.916,40.0,1.0,0.03880718517957498,0.5,7.41,0.072996374728748,,0.3158436363636364,1000,1500,500,45,1000,725,1
30.5,35.5,34.0,1.695,6.182384352218886,0.35795454545454547,0.30427272727272725,0.1995,0.1995,0.36037735849056596,0.14490163383615473,3.925,40.0,0.55,0.02674500019515179,0.5,7.41,0.07577916174723084,,0.30427272727272725,1500,2000,500,45,1000,725,1
22.0,16.0,62.0,1.41,11.395122347516896,0.395,0.276,0.142,0.1349,0.4679245283018868,0.4101612903225806,3.65,40.0,1.0,0.08,0.5,7.41,2.616279069767442,14.4,0.276,0,50,50,45,1000,747,4
22.0,16.0,62.0,1.41,11.395122347516896,0.395,0.276,0.142,0.1349,0.4679245283018868,0.4101612903225806,3.65,40.0,1.0,0.08,0.5,7.41,2.616279069767442,14.4,0.276,50,100,50,45,1000,747,4
22.0,16.0,62.0,1.41,11.395122347516896,0.395,0.276,0.142,0.1349,0.4679245283018868,0.4101612903225806,3.65,40.0,1.0,0.08,0.5,7.41,2.616279069767442,14.4,0.276,100,150,50,45,1000,747,4
22.0,16.0,62.0,1.41,11.395122347516896,0.395,0.276,0.142,0.1349,0.4679245283018868,0.4101612903225806,3.65,40.0,1.0,0.08,0.5,7.41,2.616279069767442,14.4,0.276,150,200,50,45,1000,747,4
20.0,18.0,62.0,1.4380000000000002,10.048526660652895,0.3985757575757576,0.2818,0.1458,0.14012,0.45735849056603767,0.381174486803519,3.7,40.0,1.0,0.07727485650822287,0.5,7.41,2.238372093023256,15.76,0.2818,200,400,200,45,1000,747,4
12.0,27.8,60.2,1.5725,4.430809966290745,0.4043560606060606,0.31174999999999997,0.1718,0.1718,0.4066037735849056,0.2324464285714285,3.945,40.0,1.0,0.058456620030209974,0.5,7.41,0.7267441860465115,22.505,0.31174999999999997,400,600,200,45,1000,747,4
12.0,30.0,58.0,1.6,4.148068475627679,0.3939393939393939,0.32,0.185,0.185,0.39622641509433953,0.1923809523809522,4.0,40.0,1.0,0.04877947696132684,0.5,7.41,0.7267441860465115,24.1,0.32,600,800,200,45,1000,747,4
12.0,30.0,58.0,1.6,4.148068475627679,0.3939393939393939,0.32,0.185,0.185,0.39622641509433953,0.1923809523809522,4.0,40.0,1.0,0.04877947696132684,0.5,7.41,0.7267441860465115,24.1,0.32,800,1000,200,45,1000,747,4
23.96,26.88,49.16,1.5896,7.2403642081897175,0.3978787878787879,0.30075999999999997,0.16732,0.16732,0.40015094339622637,0.24788117489986636,3.922,40.0,1.0,0.04122634158752601,0.5,7.41,0.35970259288507894,21.812,0.30075999999999997,1000,1500,500,45,1000,747,4
39.8,15.36,44.84,1.5128,23.069908401207396,0.38662060606060605,0.2302,0.09340000000000001,0.09340000000000001,0.4291320754716981,0.46316448598130844,3.634,40.0,0.136,0.026573789693788926,0.5,7.41,0.41944044989992557,12.98,0.2302,1500,2000,500,45,1000,747,4
17.0,14.0,69.0,1.52,9.92482449411842,0.391,0.271,0.115,0.10350000000000001,0.4264150943396226,0.3644690265486725,3.6,40.0,1.0,0.08,0.5,7.41,1.453488372093023,12.5,0.271,0,50,50,45,1000,749,3
17.0,14.0,69.0,1.52,9.92482449411842,0.391,0.271,0.115,0.10350000000000001,0.4264150943396226,0.3644690265486725,3.6,40.0,1.0,0.08,0.5,7.41,1.453488372093023,12.5,0.271,50,100,50,45,1000,749,3
17.0,14.0,69.0,1.52,9.92482449411842,0.391,0.271,0.115,0.10350000000000001,0.4264150943396226,0.3644690265486725,3.6,40.0,1.0,0.08,0.5,7.41,1.453488372093023,12.5,0.271,100,150,50,45,1000,749,3
17.0,14.0,69.0,1.52,9.92482449411842,0.391,0.271,0.115,0.10350000000000001,0.4264150943396226,0.3644690265486725,3.6,40.0,1.0,0.08,0.5,7.41,1.453488372093023,12.5,0.271,150,200,50,45,1000,749,3
12.95,20.45,66.6,1.587,6.706211554389072,0.38277121212121207,0.29135,0.14355,0.138155,0.40113207547169816,0.2646426325770178,3.76125,40.0,1.0,0.0714288503699622,0.5,7.41,0.9811046511627908,17.02,0.29135,200,400,200,45,1000,749,3
10.0,29.0,61.0,1.7,4.090026801030735,0.3560606060606061,0.32,0.184,0.184,0.3584905660377359,0.10736842105263164,3.975,40.0,1.0,0.06297952479611499,0.5,7.41,0.436046511627907,22.9,0.32,400,600,200,45,1000,749,3
26.5,28.45,45.05,1.755,6.259326323627281,0.3352272727272728,0.3057,0.18510000000000001,0.18510000000000001,0.3377358490566037,0.09419226006191944,3.96125,40.0,1.0,0.05326831252791713,0.5,7.41,0.27616279069767447,22.02,0.3057,600,800,200,45,1000,749,3
40.0,28.0,32.0,1.8,8.034207751206274,0.31818181818181823,0.294,0.18600000000000003,0.18600000000000003,0.320754716981132,0.0834117647058822,3.95,40.0,1.0,0.04532277521757343,0.5,7.41,0.14534883720930233,21.3,0.294,800,1000,200,45,1000,749,3
42.3,24.32,33.38,1.8,12.79608261597505,0.31818181818181823,0.27008,0.1653,0.1653,0.320754716981132,0.15798588235294103,3.858,40.0,1.0,0.04017618537594082,0.5,7.41,0.08373556332776425,18.724,0.27008,1000,1500,500,45,1000,749,3
45.0,15.0,40.0,1.8,18.66897147796024,0.31818181818181823,0.216,0.099,0.099,0.320754716981132,0.3265882352941175,3.625,40.0,0.1,0.026438193029117946,0.5,7.41,0.14534883720930233,12.1,0.216,1500,2000,500,45,1000,749,3
43.0,15.0,42.0,1.5,26.225059445505117,0.386,0.221,0.10800000000000001,0.09720000000000001,0.4339622641509434,0.4907391304347826,3.625,40.0,1.0,0.08,0.5,7.41,1.1627906976744187,12.0,0.221,0,50,50,45,1000,755,4
43.0,15.0,42.0,1.5,26.225059445505117,0.386,0.221,0.10800000000000001,0.09720000000000001,0.4339622641509434,0.4907391304347826,3.625,40.0,1.0,0.08,0.5,7.41,1.1627906976744187,12.0,0.221,50,100,50,45,1000,755,4
43.0,15.0,42.0,1.5,26.225059445505117,0.386,0.221,0.10800000000000001,0.09720000000000001,0.4339622641509434,0.4907391304347826,3.625,40.0,1.0,0.08,0.5,7.41,1.1627906976744187,12.0,0.221,100,150,50,45,1000,755,4
43.0,15.0,42.0,1.5,26.225059445505117,0.386,0.221,0.10800000000000001,0.09720000000000001,0.4339622641509434,0.4907391304347826,3.625,40.0,1.0,0.08,0.5,7.41,1.1627906976744187,12.0,0.221,150,200,50,45,1000,755,4
41.2,22.8,36.0,1.6680000000000001,15.310548428925811,0.3498545454545454,0.2648,0.15180000000000002,0.14748,0.37056603773584906,0.25898530734632674,3.82,40.0,1.0,0.06952412451611717,0.5,7.41,0.6395348837209304,13.2,0.2648,200,400,200,45,1000,755,4
40.0,28.0,32.0,1.78,8.034207751206274,0.3257575757575758,0.294,0.18100000000000002,0.18100000000000002,0.32830188679245276,0.10448275862068951,3.95,40.0,1.0,0.06254020752686196,0.5,7.41,0.29069767441860467,14.0,0.294,400,600,200,45,1000,755,4
41.0,25.4,33.6,1.78,11.972814785003711,0.3257575757575758,0.2784,0.1646,0.1646,0.32830188679245276,0.15199999999999986,3.885,40.0,1.0,0.059856592259627285,0.5,7.41,0.2616279069767442,13.1,0.2784,600,800,200,45,1000,755,4
45.0,15.0,40.0,1.7830000000000001,27.727242920193454,0.3246212121212122,0.21599999999999997,0.09975000000000002,0.09975000000000002,0.3271698113207546,0.3397468559837727,3.625,40.0,0.865,0.04647797112508591,0.5,7.41,0.1244617764649735,8.9,0.21599999999999997,800,1000,200,45,1000,755,4
45.0,15.0,40.0,1.8,27.727242920193454,0.31818181818181823,0.216,0.10400000000000001,0.10400000000000001,0.320754716981132,0.3265882352941175,3.625,40.0,0.1,0.031494397420003976,0.5,7.41,0.0061017655804434644,5.5,0.216,1000,1500,500,45,1000,755,4
45.0,15.0,40.0,1.8,27.727242920193454,0.31818181818181823,0.216,0.10400000000000001,0.10400000000000001,0.320754716981132,0.3265882352941175,3.625,40.0,0.1,0.031494397420003976,0.5,7.41,0.0061017655804434644,5.5,0.216,1500,2000,500,45,1000,755,4
29.0,15.0,56.0,1.5,16.031832622606792,0.39,0.255,0.121,0.10890000000000001,0.4339622641509434,0.4123913043478261,3.625,40.0,1.0,0.08,0.5,7.41,1.453488372093023,8.2,0.255,0,50,50,45,1000,791,1
29.0,15.0,56.0,1.5,16.031832622606792,0.39,0.255,0.121,0.10890000000000001,0.4339622641509434,0.4123913043478261,3.625,40.0,1.0,0.08,0.5,7.41,1.453488372093023,8.2,0.255,50,100,50,45,1000,791,1
29.0,15.0,56.0,1.5,16.031832622606792,0.39,0.255,0.121,0.10890000000000001,0.4339622641509434,0.4123913043478261,3.625,40.0,1.0,0.08,0.5,7.41,1.453488372093023,8.2,0.255,100,150,50,45,1000,791,1
29.0,15.0,56.0,1.5,16.031832622606792,0.39,0.255,0.121,0.10890000000000001,0.4339622641509434,0.4123913043478261,3.625,40.0,1.0,0.08,0.5,7.41,1.453488372093023,8.2,0.255,150,200,50,45,1000,791,1
22.7,24.8,52.5,1.57,8.364634859366241,0.39275757575757575,0.3019,0.1672,0.16357,0.4075471698113207,0.254850724637681,3.87,40.0,1.0,0.07365676953890754,0.5,7.41,1.0465116279069766,13.38,0.3019,200,400,200,45,1000,791,1
